date,year,month,month_name,day,day_of_week,city,crop,market_id,min_price,max_price,weight_kg,min_price_per_kg,max_price_per_kg,avg_price_per_kg,price_range_per_kg,temperature_c,rainfall_mm,weather_condition,inflation_rate_percent,fuel_type,old_price,new_price,fuel_price_change,market_category,supply_status,demand_level,vendor_type,latitude,longitude,season,price_status,price_outlier_flag
1/29/2021,2021,1,January,29,Friday,multan,rice,699,137.78,151.84,10,137.78,151.84,144.81,14.06,13.78,0,cold,9.5,unknown,88.5,161.68,49.31,retail,high,low,cooperative,30.16,70.88,winter,above_fair_price,normal
1/30/2021,2021,1,January,30,Saturday,islamabad,potato,isl_pot_20210130,64.81,71.42,10,64.81,71.42,68.115,6.61,9.43,0,cold,9.5,diesel,63.02,105.72,42.7,farmer_market,high,low,unknown,35.45,65.9,winter,above_fair_price,normal
1/30/2021,2021,1,January,30,Saturday,islamabad,tomato,isl_tom_20210130,116.53,128.42,20,116.53,128.42,122.475,11.89,9.43,0,cold,9.5,unknown,109.96,129.32,19.36,farmer_market,unknown,low,small_farmer,34.84,73.05,winter,below_fair_price,normal
1/30/2021,2021,1,January,30,Saturday,karachi,tomato,kar_tom_20210130,113.45,125.02,1,113.45,125.02,119.235,11.57,18.79,0,normal,9.5,cng,106.75,127.83,21.08,farmer_market,low,unknown,middleman,24.86,63.19,winter,above_fair_price,capped
1/30/2021,2021,1,January,30,Saturday,lahore,potato,601,62.99,69.41,20,62.99,69.41,66.2,6.42,11.73,0,cold,9.5,unknown,49.89,71.91,22.02,cooperative,unknown,unknown,middleman,31.52,74.36,winter,below_fair_price,normal
1/30/2021,2021,1,January,30,Saturday,lahore,wheat,292,94.26,103.88,25,94.26,103.88,99.07,9.62,12.02,0,cold,9.5,cng,91.88,108.77,16.89,cooperative,unknown,medium,retailer,30.35,74.36,winter,below_fair_price,normal
1/30/2021,2021,1,January,30,Saturday,peshawar,potato,972,64.28,70.84,25,64.28,70.84,67.56,6.56,9.09,0,cold,9.5,unknown,88.5,73.59,-6.05,farmer_market,high,unknown,vendor,34.02,72.17,winter,below_fair_price,normal
1/30/2021,2021,1,January,30,Saturday,peshawar,rice,pes_ric_20210130,140.05,154.34,25,140.05,154.34,147.195,14.29,9.09,0,cold,9.5,unknown,129.74,154.94,25.2,farmer_market,low,low,unknown,24.91,71.52,winter,below_fair_price,normal
1/31/2021,2021,1,January,31,Sunday,islamabad,onion,600,95.92,99.6,50,95.92,99.6,97.76,3.68,12.09,0.01,cold,9.5,petrol,86.24,99.94,13.7,cooperative,unknown,unknown,cooperative,33.68,73.01,winter,below_fair_price,normal
1/31/2021,2021,1,January,31,Sunday,islamabad,potato,435,64.16,70.7,100,64.16,70.7,67.43,6.54,12.09,0.01,cold,9.5,unknown,63.14,71.71,8.57,cooperative,high,unknown,unknown,33.68,65.9,winter,below_fair_price,normal
1/31/2021,2021,1,January,31,Sunday,karachi,onion,948,86.75,95.61,20,86.75,95.61,91.18,8.86,19.78,0,normal,9.5,unknown,84.18,105.72,21.54,unknown,low,unknown,retailer,24.86,67,winter,fair_price,normal
1/31/2021,2021,1,January,31,Sunday,karachi,potato,864,61.61,67.9,100,61.61,67.9,64.755,6.29,19.78,0,normal,9.5,diesel,55.85,69.3,13.45,local_market,high,low,small_farmer,32.71,67,winter,below_fair_price,normal
1/31/2021,2021,1,January,31,Sunday,karachi,rice,kar_ric_20210131,137.73,151.78,50,137.73,151.78,144.755,14.05,19.78,0,normal,9.5,unknown,88.5,155.52,49.31,wholesale,high,medium,retailer,36.83,67,winter,below_fair_price,normal
1/31/2021,2021,1,January,31,Sunday,lahore,onion,664,85.79,94.54,1,85.79,94.54,90.165,8.75,14.26,0,cold,9.5,unknown,80.96,98.55,17.59,retail,unknown,unknown,vendor,26.87,66.26,winter,above_fair_price,capped
1/31/2021,2021,1,January,31,Sunday,lahore,tomato,lah_tom_20210131,116.5,128.38,1,116.5,128.38,122.44,11.88,14.26,0,cold,9.5,unknown,112.87,129.5,16.63,retail,low,unknown,wholesaler,31,74.36,winter,above_fair_price,capped
1/31/2021,2021,1,January,31,Sunday,multan,onion,583,80.7,88.94,5,80.7,88.94,84.82,8.24,13.78,0,cold,9.5,unknown,80.65,93.54,12.89,cooperative,high,unknown,vendor,30.16,71.52,winter,above_fair_price,normal
1/31/2021,2021,1,January,31,Sunday,multan,potato,mul_pot_20210131,65.57,72.26,100,65.57,72.26,68.915,6.69,14.8,0,cold,9.5,diesel,88.5,73.23,-6.05,unknown,medium,unknown,small_farmer,30.16,65.05,winter,below_fair_price,normal
1/31/2021,2021,1,January,31,Sunday,multan,wheat,mul_whe_20210131,97.72,107.7,20,97.72,107.7,102.71,9.98,14.8,0,cold,9.5,unknown,89.53,115.8,26.27,middleman_market,unknown,high,small_farmer,30.16,71.52,winter,below_fair_price,normal
2/1/2021,2021,2,February,1,Monday,islamabad,onion,521,84.92,109.87,10,84.92,109.87,97.395,24.95,11.83,0,cold,9.5,cng,88.5,95.84,7.34,wholesale,medium,unknown,unknown,33.68,73.05,winter,above_fair_price,normal
2/1/2021,2021,2,February,1,Monday,islamabad,potato,951,62.39,68.76,10,62.39,68.76,65.575,6.37,11.83,0,cold,9.5,unknown,61.47,76.82,15.35,local_market,unknown,medium,middleman,33.68,73.05,winter,above_fair_price,normal
2/1/2021,2021,2,February,1,Monday,islamabad,wheat,485,101.94,143.26,1,101.94,143.26,122.6,41.32,11.83,0,cold,9.5,unknown,78.54,105.72,27.18,local_market,unknown,high,unknown,33.68,64.22,winter,above_fair_price,capped
2/1/2021,2021,2,February,1,Monday,karachi,wheat,624,96.39,106.23,10,96.39,106.23,101.31,9.84,18.64,0,normal,9.5,unknown,96.28,112.68,16.4,local_market,high,low,unknown,26.71,73.2,winter,above_fair_price,normal
2/1/2021,2021,2,February,1,Monday,lahore,rice,635,146.1,161.01,1,146.1,161.01,153.555,14.91,13.5,0,cold,9.5,unknown,141.35,166.01,24.66,retail,medium,high,unknown,31.52,74.36,winter,above_fair_price,capped
2/1/2021,2021,2,February,1,Monday,multan,rice,mul_ric_20210201,135.36,149.17,10,135.36,149.17,142.265,13.81,12.99,0,cold,9.5,unknown,132.9,156.12,23.22,middleman_market,unknown,unknown,middleman,35.05,71.42,winter,above_fair_price,normal
2/1/2021,2021,2,February,1,Monday,multan,tomato,590,107.72,118.72,10,107.72,118.72,113.22,11,12.99,0,cold,9.5,unknown,100.29,131.02,30.73,wholesale,medium,unknown,retailer,30.16,62.33,winter,above_fair_price,normal
2/1/2021,2021,2,February,1,Monday,peshawar,tomato,344,107.31,118.26,1,107.31,118.26,112.785,10.95,10.82,0.02,cold,9.5,unknown,103.74,105.72,1.98,retail,unknown,high,retailer,31.85,71.52,winter,above_fair_price,capped
2/1/2021,2021,2,February,1,Monday,peshawar,wheat,230,91.18,100.48,100,91.18,100.48,95.83,9.3,9.41,0.01,cold,9.5,unknown,88.5,105.72,17.22,open_market,high,high,small_farmer,29.06,61.04,winter,below_fair_price,normal
2/2/2021,2021,2,February,2,Tuesday,islamabad,rice,765,140.71,155.07,25,140.71,155.07,147.89,14.36,11.75,0,cold,9.5,unknown,88.5,157.38,49.31,farmer_market,unknown,low,vendor,30.51,73.05,winter,below_fair_price,normal
2/2/2021,2021,2,February,2,Tuesday,karachi,tomato,650,115.5,127.29,10,115.5,127.29,121.395,11.79,20.73,0,normal,9.5,diesel,108.97,139.22,30.25,farmer_market,unknown,unknown,unknown,26.95,67,winter,above_fair_price,normal
2/2/2021,2021,2,February,2,Tuesday,lahore,potato,lah_pot_20210202,61.99,68.32,20,61.99,68.32,65.155,6.33,14.54,0,cold,9.5,unknown,57.24,73.72,16.48,wholesale,medium,unknown,unknown,33.16,63.18,winter,below_fair_price,normal
2/2/2021,2021,2,February,2,Tuesday,lahore,wheat,302,97.36,107.29,1,97.36,107.29,102.325,9.93,14.54,0,cold,9.5,unknown,96.45,105.72,9.27,open_market,medium,low,unknown,32.42,71.72,winter,above_fair_price,capped
2/2/2021,2021,2,February,2,Tuesday,peshawar,rice,705,135.56,149.39,20,135.56,149.39,142.475,13.83,9.52,0,cold,9.5,diesel,129.84,162.72,32.88,retail,high,unknown,vendor,27.94,70.25,winter,below_fair_price,normal
2/2/2021,2021,2,February,2,Tuesday,peshawar,tomato,pes_tom_20210202,112.85,147.27,1,112.85,147.27,130.06,34.42,9.52,0,cold,9.5,unknown,110.76,127.52,16.76,local_market,low,medium,unknown,25.8,71.52,winter,above_fair_price,capped
2/2/2021,2021,2,February,2,Tuesday,peshawar,wheat,245,95.27,157.49,5,95.27,157.49,126.38,62.22,9.52,0,cold,9.5,unknown,89.09,110.96,21.87,farmer_market,unknown,high,middleman,29.64,71.52,winter,above_fair_price,normal
2/3/2021,2021,2,February,3,Wednesday,karachi,onion,764,85.35,109.89,20,85.35,109.89,97.62,24.54,21.37,0,normal,9.5,diesel,78.05,99.72,21.67,unknown,unknown,medium,middleman,36.66,62.68,winter,fair_price,normal
2/3/2021,2021,2,February,3,Wednesday,karachi,potato,363,61.47,67.74,1,61.47,67.74,64.605,6.27,21.37,0,normal,9.5,unknown,53.8,71.41,17.61,unknown,low,high,retailer,24.86,61.53,winter,above_fair_price,capped
2/3/2021,2021,2,February,3,Wednesday,karachi,rice,554,140.11,154.41,50,140.11,154.41,147.26,14.3,22.33,0,normal,9.5,petrol,88.5,159.86,49.31,unknown,low,unknown,unknown,30.51,67,winter,below_fair_price,normal
2/3/2021,2021,2,February,3,Wednesday,karachi,wheat,135,97.76,107.73,5,97.76,107.73,102.745,9.97,22.33,0,normal,9.5,unknown,95.16,111.05,15.89,local_market,low,unknown,wholesaler,29.15,62.99,winter,above_fair_price,normal
2/3/2021,2021,2,February,3,Wednesday,lahore,tomato,613,106.75,117.64,10,106.75,117.64,112.195,10.89,13.59,0.42,cold,9.5,unknown,104.04,120.96,16.92,retail,low,low,unknown,31.52,74.36,winter,above_fair_price,normal
2/3/2021,2021,2,February,3,Wednesday,multan,wheat,325,91.5,100.84,50,91.5,100.84,96.17,9.34,14.99,0,cold,9.5,unknown,86.51,110.49,23.98,local_market,unknown,high,unknown,31.83,61.45,winter,below_fair_price,normal
2/3/2021,2021,2,February,3,Wednesday,peshawar,onion,540,80.39,88.59,100,80.39,88.59,84.49,8.2,9.22,0.35,cold,9.5,unknown,88.5,91.65,3.15,unknown,unknown,low,cooperative,34.02,71.52,winter,below_fair_price,normal
2/4/2021,2021,2,February,4,Thursday,multan,onion,330,86.28,95.08,100,86.28,95.08,90.68,8.8,14.5,0,cold,9.5,unknown,88.5,99.55,11.05,middleman_market,low,unknown,unknown,27.9,74.74,winter,below_fair_price,normal
2/4/2021,2021,2,February,4,Thursday,multan,tomato,971,107.14,118.07,25,107.14,118.07,112.605,10.93,14.5,0,cold,9.5,petrol,103.32,121.83,18.51,wholesale,unknown,high,unknown,31.09,69.57,winter,below_fair_price,normal
2/5/2021,2021,2,February,5,Friday,islamabad,rice,761,143.08,157.68,50,143.08,157.68,150.38,14.6,10.44,0,cold,9.5,unknown,132.82,160.14,27.32,retail,high,high,unknown,30.23,73.05,winter,below_fair_price,normal
2/5/2021,2021,2,February,5,Friday,islamabad,tomato,isl_tom_20210205,85.4,94.11,100,85.4,94.11,89.755,8.71,28.84,0,normal,9.5,unknown,71.57,97.84,26.27,unknown,high,unknown,cooperative,31.31,73.5,winter,below_fair_price,normal
2/5/2021,2021,2,February,5,Friday,peshawar,onion,854,82.97,91.44,20,82.97,91.44,87.205,8.47,9.01,0,cold,9.5,diesel,80.39,96.63,16.24,farmer_market,high,medium,unknown,32.93,70.91,winter,below_fair_price,normal
2/6/2021,2021,2,February,6,Saturday,islamabad,tomato,122,115.78,127.59,10,115.78,127.59,121.685,11.81,10.43,0,cold,9.5,unknown,115.76,131.5,15.74,local_market,unknown,unknown,unknown,33.68,64.02,winter,above_fair_price,normal
2/6/2021,2021,2,February,6,Saturday,lahore,onion,540,82.47,90.89,20,82.47,90.89,86.68,8.42,13.62,0,cold,9.5,unknown,74.61,91.33,16.72,unknown,high,unknown,unknown,34.58,74.36,winter,below_fair_price,normal
2/6/2021,2021,2,February,6,Saturday,peshawar,onion,394,87.58,109.45,5,87.58,109.45,98.515,21.87,9.86,0,cold,9.5,diesel,88.5,105.72,17.22,farmer_market,unknown,unknown,retailer,34.02,71.52,winter,above_fair_price,normal
2/6/2021,2021,2,February,6,Saturday,peshawar,potato,230,60.24,66.39,100,60.24,66.39,63.315,6.15,10.82,0,cold,9.5,unknown,54.33,76.08,21.75,retail,unknown,medium,small_farmer,32.37,71.52,winter,below_fair_price,normal
2/6/2021,2021,2,February,6,Saturday,peshawar,tomato,pes_tom_20210206,108.41,119.47,25,108.41,119.47,113.94,11.06,9.86,0,cold,9.5,unknown,88.5,125.94,37.44,unknown,medium,medium,unknown,26.31,71.52,winter,below_fair_price,normal
2/7/2021,2021,2,February,7,Sunday,peshawar,potato,pes_pot_20210207,49.43,54.48,20,49.43,54.48,51.955,5.05,10.82,0.12,cold,9.5,unknown,44.84,61.71,16.87,middleman_market,high,medium,unknown,30.89,71.52,winter,below_fair_price,normal
2/8/2021,2021,2,February,8,Monday,islamabad,tomato,204,109.37,120.53,25,109.37,120.53,114.95,11.16,14.19,0,cold,9.5,unknown,95.94,105.72,9.78,retail,low,unknown,retailer,33.68,66.77,winter,below_fair_price,normal
2/9/2021,2021,2,February,9,Tuesday,lahore,onion,234,82.54,109.46,25,82.54,109.46,96,26.92,17.27,0,normal,9.5,unknown,79.87,91.34,11.47,unknown,medium,medium,retailer,27.53,67.77,winter,below_fair_price,normal
2/9/2021,2021,2,February,9,Tuesday,peshawar,potato,pes_pot_20210209,66.09,75.16,25,66.09,75.16,70.625,9.07,13.58,0,cold,9.5,diesel,58.88,105.72,46.84,middleman_market,medium,unknown,retailer,29.4,61.94,winter,below_fair_price,normal
2/17/2021,2021,2,February,17,Wednesday,multan,rice,mul_ric_20210217,145.24,160.06,10,145.24,160.06,152.65,14.82,19.38,0,normal,9.5,unknown,138.64,165.21,26.57,farmer_market,medium,high,unknown,30.16,71.52,winter,above_fair_price,normal
2/17/2021,2021,2,February,17,Wednesday,multan,wheat,mul_whe_20210217,93.45,102.99,50,93.45,102.99,98.22,9.54,19.38,0,normal,9.5,unknown,92.76,104.5,11.74,retail,unknown,high,unknown,35.62,71.52,winter,below_fair_price,normal
2/18/2021,2021,2,February,18,Thursday,islamabad,wheat,547,91.34,100.66,20,91.34,100.66,96,9.32,15.09,0,normal,9.5,unknown,79.95,104.86,24.91,cooperative,low,high,unknown,32.71,74.93,winter,below_fair_price,normal
2/18/2021,2021,2,February,18,Thursday,lahore,tomato,457,110.14,121.38,50,110.14,121.38,115.76,11.24,17.93,0,normal,9.5,unknown,108.63,121.75,13.12,wholesale,unknown,unknown,cooperative,31.52,63.9,winter,below_fair_price,normal
2/18/2021,2021,2,February,18,Thursday,peshawar,onion,486,80.93,89.19,25,80.93,89.19,85.06,8.26,13.4,0,cold,9.5,unknown,74.92,90.89,15.97,retail,unknown,low,unknown,34.02,71.52,winter,below_fair_price,normal
2/19/2021,2021,2,February,19,Friday,islamabad,onion,851,84.41,93.02,5,84.41,93.02,88.715,8.61,16.18,0,normal,9.5,unknown,78.92,98.05,19.13,open_market,unknown,high,cooperative,27.23,72.26,winter,above_fair_price,normal
2/19/2021,2021,2,February,19,Friday,karachi,tomato,430,114.69,126.39,25,114.69,126.39,120.54,11.7,24.42,0,normal,9.5,unknown,102.86,133.43,30.57,retail,low,unknown,retailer,34.37,67,winter,below_fair_price,normal
2/19/2021,2021,2,February,19,Friday,lahore,rice,801,141.05,155.45,20,141.05,155.45,148.25,14.4,18.36,0,normal,9.5,unknown,139.34,105.72,-6.05,cooperative,medium,low,middleman,31.52,74.36,winter,below_fair_price,normal
2/19/2021,2021,2,February,19,Friday,lahore,wheat,788,92.57,102.02,10,92.57,102.02,97.295,9.45,18.36,0,normal,9.5,petrol,90.55,105.72,15.17,local_market,high,medium,cooperative,31.52,72.9,winter,above_fair_price,normal
2/19/2021,2021,2,February,19,Friday,multan,potato,989,70.9,74.36,5,70.9,74.36,72.63,3.46,19.73,0,normal,9.5,unknown,88.5,73.62,-6.05,unknown,medium,high,cooperative,30.16,68.41,winter,above_fair_price,normal
2/19/2021,2021,2,February,19,Friday,peshawar,rice,pes_ric_20210219,152.7,211.88,25,152.7,211.88,182.29,59.18,14.13,0,cold,9.5,unknown,136.01,164.35,28.34,unknown,unknown,medium,retailer,33.8,63.06,winter,below_fair_price,normal
2/20/2021,2021,2,February,20,Saturday,islamabad,potato,550,64.31,70.87,25,64.31,70.87,67.59,6.56,16.69,0,normal,9.5,unknown,58.17,105.72,47.55,retail,medium,medium,cooperative,33.68,71.09,winter,below_fair_price,normal
2/20/2021,2021,2,February,20,Saturday,karachi,onion,kar_oni_20210220,86.77,95.63,1,86.77,95.63,91.2,8.86,24.08,0,normal,9.5,unknown,83.64,105.72,22.08,farmer_market,unknown,low,unknown,24.86,64.11,winter,above_fair_price,capped
2/20/2021,2021,2,February,20,Saturday,multan,tomato,mul_tom_20210220,117.22,129.18,1,117.22,129.18,123.2,11.96,20.54,0,normal,9.5,petrol,88.5,139.08,49.31,middleman_market,high,unknown,unknown,30.16,71.52,winter,above_fair_price,capped
2/21/2021,2021,2,February,21,Sunday,karachi,rice,363,138.5,152.64,20,138.5,152.64,145.57,14.14,24.11,0,normal,9.5,diesel,88.5,155.82,49.31,wholesale,high,low,unknown,32.27,67,winter,below_fair_price,normal
2/21/2021,2021,2,February,21,Sunday,lahore,potato,lah_pot_20210221,64.68,71.28,25,64.68,71.28,67.98,6.6,19.42,0,normal,9.5,unknown,60.51,105.72,45.21,farmer_market,low,unknown,unknown,25.58,74.36,winter,below_fair_price,normal
2/22/2021,2021,2,February,22,Monday,multan,onion,mul_oni_20210222,88.43,97.45,100,88.43,97.45,92.94,9.02,22.94,0,normal,9.5,unknown,82.93,100.17,17.24,cooperative,unknown,unknown,unknown,30.16,71.52,winter,below_fair_price,normal
2/22/2021,2021,2,February,22,Monday,peshawar,wheat,pes_whe_20210222,92.57,102.01,100,92.57,102.01,97.29,9.44,10.82,1.42,cold,9.5,unknown,92.38,105.72,13.34,wholesale,unknown,unknown,vendor,34.02,66.6,winter,below_fair_price,normal
2/23/2021,2021,2,February,23,Tuesday,karachi,wheat,979,96.28,106.11,50,96.28,106.11,101.195,9.83,22.33,0,normal,9.5,unknown,89.2,109.59,20.39,farmer_market,unknown,unknown,unknown,24.86,67,winter,below_fair_price,normal
2/23/2021,2021,2,February,23,Tuesday,peshawar,potato,201,64.63,71.23,1,64.63,71.23,67.93,6.6,13.44,0.3,cold,9.5,diesel,62.67,76.18,13.51,unknown,low,unknown,cooperative,34.02,69.74,winter,above_fair_price,capped
2/24/2021,2021,2,February,24,Wednesday,peshawar,onion,279,81.11,89.38,1,81.11,89.38,85.245,8.27,14.61,1.42,cold,9.5,petrol,77.94,90.41,12.47,local_market,medium,high,unknown,34.02,71.52,winter,above_fair_price,capped
2/24/2021,2021,2,February,24,Wednesday,peshawar,tomato,448,110.93,122.25,10,110.93,122.25,116.59,11.32,14.61,1.42,cold,9.5,diesel,110.46,127.97,17.51,retail,low,high,unknown,28.41,71.52,winter,above_fair_price,normal
2/25/2021,2021,2,February,25,Thursday,islamabad,rice,164,137.59,151.63,5,137.59,151.63,144.61,14.04,18.39,0.63,normal,9.5,diesel,134.76,157.19,22.43,retail,low,high,unknown,28.83,63.78,winter,above_fair_price,normal
2/25/2021,2021,2,February,25,Thursday,karachi,potato,kar_pot_20210225,66.45,73.23,5,66.45,73.23,69.84,6.78,23.86,0,normal,9.5,unknown,88.5,74.88,-6.05,retail,medium,unknown,unknown,26.85,67,winter,above_fair_price,normal
2/25/2021,2021,2,February,25,Thursday,lahore,onion,lah_oni_20210225,82.5,90.92,50,82.5,90.92,86.71,8.42,21.5,0,normal,9.5,unknown,80.18,105.72,25.54,unknown,high,medium,small_farmer,36.88,74.36,winter,below_fair_price,normal
2/26/2021,2021,2,February,26,Friday,islamabad,tomato,829,110.1,147.12,5,110.1,147.12,128.61,37.02,17.71,1.42,rainy,9.5,unknown,107.5,122.1,14.6,wholesale,unknown,low,wholesaler,34.08,73.05,winter,above_fair_price,normal
2/28/2021,2021,2,February,28,Sunday,islamabad,wheat,284,100.63,110.9,20,100.63,110.9,105.765,10.27,15.79,0.01,normal,9.5,unknown,97.7,114.14,16.44,farmer_market,unknown,unknown,cooperative,26.82,73.05,winter,below_fair_price,normal
3/1/2021,2021,3,March,1,Monday,peshawar,potato,455,46.32,51.04,20,46.32,51.04,48.68,4.72,13.3,0,cold,9.5,unknown,44.48,105.72,49.31,cooperative,unknown,unknown,middleman,32.9,71.52,spring,below_fair_price,normal
3/2/2021,2021,3,March,2,Tuesday,islamabad,onion,264,63.46,69.93,10,63.46,69.93,66.695,6.47,16,0,normal,9.5,unknown,88.5,71.06,-6.05,retail,medium,unknown,unknown,26.31,71.64,spring,above_fair_price,normal
3/2/2021,2021,3,March,2,Tuesday,karachi,tomato,kar_tom_20210302,81.44,89.75,5,81.44,89.75,85.595,8.31,23.52,0,normal,9.5,diesel,78.69,105.72,27.03,retail,high,high,unknown,36.49,63.36,spring,above_fair_price,normal
